14/10/2025 13:30:00,246.61500549316406,247.13999938964844,244.6999969482422,245.05079650878906,3205847
14/10/2025 13:45:00,245.0500030517578,246.33450317382812,244.7899932861328,246.24000549316406,1325485
14/10/2025 14:00:00,246.24000549316406,246.7899932861328,245.86749267578125,246.41000366210938,1233856
14/10/2025 14:15:00,246.40499877929688,247.22999572753906,246.30999755859375,247.02000427246094,1135961
14/10/2025 14:30:00,247.0,247.5,246.95010375976562,247.18499755859375,908660
14/10/2025 14:45:00,247.18499755859375,247.6999969482422,247.0,247.25999450683594,874750
14/10/2025 15:00:00,247.25999450683594,247.74989318847656,246.63499450683594,246.6999969482422,735727
14/10/2025 15:15:00,246.6999969482422,246.6999969482422,246.1199951171875,246.21400451660156,773293
14/10/2025 15:30:00,246.22999572753906,247.1699981689453,246.1699981689453,246.97000122070312,1085110
14/10/2025 15:45:00,246.99000549316406,247.4600067138672,246.94009399414062,247.3800048828125,509472
14/10/2025 16:00:00,247.36000061035156,247.41070556640625,246.85000610351562,247.05499267578125,469436
14/10/2025 16:15:00,247.05999755859375,247.75,247.05999755859375,247.38999938964844,659995
14/10/2025 16:30:00,247.38999938964844,247.7100067138672,247.38499450683594,247.64999389648438,480147
14/10/2025 16:45:00,247.66000366210938,248.035400390625,247.57000732421875,247.5800018310547,636181
14/10/2025 17:00:00,247.59500122070312,247.85000610351562,247.46499633789062,247.49000549316406,466853
14/10/2025 17:15:00,247.5,247.89999389648438,247.49000549316406,247.79800415039062,465585
14/10/2025 17:30:00,247.80999755859375,247.82000732421875,247.17999267578125,247.61000061035156,613560
14/10/2025 17:45:00,247.60499572753906,247.77479553222656,247.40020751953125,247.59500122070312,453112
14/10/2025 18:00:00,247.5800018310547,247.7050018310547,247.30819702148438,247.43499755859375,509622
14/10/2025 18:15:00,247.42999267578125,247.53500366210938,247.19000244140625,247.48500061035156,556302
14/10/2025 18:30:00,247.49000549316406,247.61349487304688,247.14439392089844,247.49000549316406,511691
14/10/2025 18:45:00,247.47999572753906,247.9600067138672,247.35000610351562,247.94000244140625,825325
14/10/2025 19:00:00,247.94000244140625,248.75,247.9250030517578,248.0449981689453,1548068
14/10/2025 19:15:00,248.0449981689453,248.42999267578125,247.89999389648438,248.4199981689453,937646
14/10/2025 19:30:00,248.42999267578125,248.84500122070312,246.77000427246094,247.08999633789062,1960201
14/10/2025 19:45:00,247.05999755859375,248.02000427246094,246.72999572753906,247.85000610351562,2522058
15/10/2025 13:30:00,249.3800048828125,250.63499450683594,248.63999938964844,249.55999755859375,4132456
15/10/2025 13:45:00,249.5500030517578,250.75,249.32749938964844,250.71119689941406,1209260
15/10/2025 14:00:00,251.22500610351562,251.82000732421875,250.77000427246094,250.84500122070312,1849154
15/10/2025 14:15:00,250.8699951171875,251.50999450683594,250.77000427246094,250.85000610351562,972661
15/10/2025 14:30:00,250.8699951171875,251.4691925048828,250.63999938964844,250.82000732421875,976417
15/10/2025 14:45:00,250.82000732421875,250.85499572753906,250.27999877929688,250.5377960205078,740172
15/10/2025 15:00:00,250.5500030517578,250.8498992919922,250.3800048828125,250.4199981689453,776654
15/10/2025 15:15:00,250.39999389648438,250.58990478515625,249.8000030517578,249.85989379882812,937576
15/10/2025 15:30:00,249.82000732421875,249.8699951171875,249.0601043701172,249.44000244140625,798980
15/10/2025 15:45:00,249.44000244140625,249.44000244140625,248.72000122070312,248.97000122070312,816271
15/10/2025 16:00:00,248.9550018310547,249.85000610351562,248.91000366210938,249.85000610351562,612582
15/10/2025 16:15:00,249.85499572753906,250.04969787597656,249.6540069580078,249.77499389648438,651677
15/10/2025 16:30:00,249.77999877929688,249.9499053955078,249.4499969482422,249.4774932861328,453821
15/10/2025 16:45:00,249.47500610351562,249.49000549316406,248.7100067138672,248.9499969482422,543878
15/10/2025 17:00:00,248.9600067138672,249.02000427246094,247.8300018310547,247.83999633789062,652875
15/10/2025 17:15:00,247.81170654296875,248.3249969482422,247.47999572753906,248.0904998779297,639717
15/10/2025 17:30:00,248.10499572753906,249.14999389648438,248.0500030517578,249.1199951171875,603403
15/10/2025 17:45:00,249.14999389648438,249.72000122070312,249.11000061035156,249.47999572753906,534148
15/10/2025 18:00:00,249.51040649414062,249.63499450683594,249.20799255371094,249.41000366210938,432583
15/10/2025 18:15:00,249.42999267578125,249.8000030517578,249.4066925048828,249.64700317382812,364078
15/10/2025 18:30:00,249.64999389648438,249.86000061035156,249.47999572753906,249.71800231933594,390717
15/10/2025 18:45:00,249.7050018310547,249.99000549316406,249.6300048828125,249.94500732421875,453657
15/10/2025 19:00:00,249.9600067138672,250.0,249.49000549316406,249.75999450683594,645515
15/10/2025 19:15:00,249.75079345703125,250.10000610351562,249.75,249.9199981689453,649570
15/10/2025 19:30:00,249.92999267578125,250.07000732421875,249.08999633789062,249.49000549316406,725403
15/10/2025 19:45:00,249.49099731445312,249.49099731445312,248.1699981689453,249.42999267578125,3503770
16/10/2025 13:30:00,248.27000427246094,248.3800048828125,246.17999267578125,248.11099243164062,4726905
16/10/2025 13:45:00,248.1199951171875,248.33999633789062,247.30999755859375,247.5,2006551
16/10/2025 14:00:00,247.5,247.67999267578125,246.9199981689453,247.14999389648438,1677537
16/10/2025 14:15:00,247.14500427246094,247.72999572753906,246.86000061035156,247.50999450683594,1153064
16/10/2025 14:30:00,247.49000549316406,248.7899932861328,247.48170471191406,248.5449981689453,1444066
16/10/2025 14:45:00,248.57000732421875,248.91000366210938,247.9698028564453,248.60000610351562,1268401
